household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day
936,처치,1,120.0,208.0,3136.36,19771.0,2.0,0,126.0,1704.45,720.0,1,1,4,253.92,99.0,1,532.85,32.0,1,89.61,42.0,1,177.37,13.0,1,5.29,11.101
938,대조,0,8.0,8.0,613.9,264.0,14.0,0,7.0,266.75,90.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
939,처치,1,27.0,36.0,1164.83,936.0,5.0,0,33.0,571.86,396.0,1,0,0,220.08,130.0,1,468.94,14.0,1,195.22,114.0,1,397.81,12.0,1,4.585,9.7696
940,대조,0,20.0,21.0,337.43,122.0,2.0,0,16.0,115.78,48.0,1,0,0,24.22,11.0,1,102.34,8.0,1,10.49,6.0,1,65.41,5.0,1,0.5046,2.1321
941,처치,1,32.0,38.0,640.3,19200.0,2.0,0,31.0,329.88,102.0,1,0,3,44.730000000000004,18.0,1,204.57,12.0,1,38.56,16.0,1,195.41,11.0,1,0.9319,4.2619
944,대조,0,31.0,37.0,1064.68,111900.0,3.0,0,22.0,442.13,160.0,1,0,0,46.48,16.0,1,98.91,4.0,1,12.52,5.0,1,52.42,3.0,1,0.9683,2.0606
946,대조,0,36.0,39.0,905.12,558.0,2.0,0,35.0,622.89,347.0,1,0,1,53.86,25.0,1,88.75,9.0,1,20.009999999999998,10.0,1,24.64,3.0,1,1.1221,1.849
947,처치,1,56.0,62.0,689.02,11070.0,1.0,0,51.0,306.65,279.0,1,1,5,34.09,25.0,1,112.76,10.0,1,23.92,19.0,1,79.92,8.0,1,0.7102,2.3492
952,처치,1,33.0,35.0,687.37,20006.0,2.0,0,23.0,268.43,168.0,1,0,2,127.38,55.0,1,212.57,15.0,1,74.76,39.0,1,122.28,9.0,1,2.6538,4.4285
953,대조,0,23.0,26.0,347.4,249.0,7.0,0,20.0,182.47,127.0,1,0,1,52.44,38.0,1,89.19,4.0,1,24.21,17.0,1,51.54,3.0,1,1.0925,1.8581
954,처치,1,11.0,12.0,548.12,279.0,3.0,0,11.0,270.92,134.0,1,0,2,99.74,48.0,1,167.04,3.0,1,99.74,48.0,1,167.04,3.0,1,2.0779,3.48
956,처치,1,125.0,191.0,3097.21,342511.0,2.0,0,126.0,1173.11,435.0,1,0,1,358.56,127.0,1,897.9,49.0,1,246.08,93.0,1,644.88,34.0,1,7.47,18.7062
957,처치,1,122.0,187.0,1298.15,43372.0,1.0,0,88.0,457.39,192.0,1,0,1,173.07,70.0,1,522.02,68.0,1,132.84,55.0,1,360.83,50.0,1,3.6056,10.8754
960,처치,1,30.0,32.0,752.15,241.0,6.0,0,24.0,255.20000000000002,135.0,1,0,3,49.34,21.0,1,157.96,7.0,1,24.060000000000002,11.0,1,81.93,4.0,1,1.0279,3.2908
961,처치,1,23.0,23.0,1173.49,475.0,16.0,0,23.0,630.72,276.0,1,0,2,99.86,32.0,1,202.82,3.0,1,71.64,20.0,1,121.19,2.0,1,2.0804,4.2254
964,처치,1,19.0,25.0,583.99,294.0,23.0,0,20.0,369.93,150.0,1,0,0,39.76,20.0,1,59.67,2.0,1,39.76,20.0,1,59.67,2.0,1,0.8283,1.2431
965,대조,0,12.0,14.0,607.37,219.0,36.0,0,10.0,226.16,101.0,1,0,1,118.36,61.0,1,162.57,3.0,1,108.76,58.0,1,152.97,2.0,1,2.4658,3.3869
968,처치,1,35.0,40.0,2441.92,1263.0,1.0,0,34.0,1196.24,555.0,1,0,5,430.32,188.0,1,822.8100000000001,10.0,1,232.17,99.0,1,454.72,6.0,1,8.965,17.1419
971,처치,1,38.0,40.0,1283.34,590.0,8.0,0,38.0,709.53,301.0,1,0,0,157.46,74.0,1,359.37,12.0,1,87.32000000000001,48.0,1,213.02,7.0,1,3.2804,7.4869
976,대조,0,19.0,21.0,1978.0,727.0,3.0,0,20.0,1041.66,410.0,1,0,1,214.96,100.0,1,454.21,5.0,1,120.41,57.0,1,251.96,4.0,1,4.4783,9.4627
979,처치,1,39.0,51.0,3643.98,18327.0,3.0,0,37.0,2021.56,944.0,1,3,5,692.22,247.0,1,1329.8600000000001,20.0,1,495.3,184.0,1,906.84,11.0,1,14.4212,27.7054
983,처치,1,55.0,62.0,1068.36,452.0,6.0,0,50.0,621.76,238.0,1,0,2,97.24,32.0,1,172.58,11.0,1,36.79,14.0,1,68.28999999999999,4.0,1,2.0258,3.5954
984,대조,0,13.0,15.0,551.23,269.0,4.0,0,15.0,415.98,197.0,1,0,0,3.5199999999999996,2.0,1,3.5199999999999996,1.0,1,3.5199999999999996,2.0,1,3.5199999999999996,1.0,1,0.0733,0.0733
986,처치,1,20.0,22.0,544.16,266.0,9.0,0,17.0,269.4,126.0,1,0,1,136.6,59.0,1,200.55,10.0,1,101.86,45.0,1,153.15,7.0,1,2.8458,4.1781
987,처치,1,29.0,30.0,545.16,265.0,5.0,0,16.0,248.72,129.0,1,0,2,43.86,14.0,1,80.6,3.0,1,26.9,4.0,1,46.44,2.0,1,0.9138,1.6792
988,처치,1,51.0,73.0,2157.09,165155.0,7.0,0,43.0,713.7,451.0,1,0,2,9.62,7.0,1,38.32,2.0,1,0.0,0.0,0,12.5,1.0,1,0.2004,0.7983
995,처치,1,6.0,6.0,456.93,184.0,22.0,0,6.0,233.53,100.0,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
996,처치,1,22.0,23.0,303.58,165.0,9.0,0,20.0,143.04,74.0,1,0,4,93.61,52.0,1,234.43,13.0,1,51.08,29.0,1,133.15,8.0,1,1.9502,4.884
999,처치,1,9.0,10.0,286.59,109.0,4.0,0,9.0,169.43,56.0,1,0,2,9.81,10.0,1,17.27,1.0,1,9.81,10.0,1,17.27,1.0,1,0.2044,0.3598
1000,처치,1,46.0,47.0,1412.67,845.0,1.0,0,46.0,545.19,298.0,1,0,1,121.91,66.0,1,315.1,9.0,1,94.12,51.0,1,223.82,7.0,1,2.5398,6.5646
1001,대조,0,15.0,18.0,1037.66,457.0,45.0,0,16.0,525.67,263.0,1,0,1,228.62,107.0,1,368.22,7.0,1,113.6,41.0,1,192.98,3.0,1,4.7629,7.6712
1003,대조,0,13.0,18.0,800.61,396.0,3.0,0,18.0,512.74,239.0,1,0,2,267.11,104.0,1,432.47,9.0,1,135.32,45.0,1,223.14000000000001,5.0,1,5.5648,9.0098
1004,처치,1,67.0,81.0,1431.54,189282.0,2.0,0,47.0,552.12,198.0,1,0,3,123.1,43.0,1,243.0,19.0,1,66.77,23.0,1,95.74000000000001,7.0,1,2.5646,5.0625
1005,처치,1,65.0,68.0,979.5,610.0,3.0,0,63.0,529.09,278.0,1,4,1,123.39,61.0,1,220.06,20.0,1,111.1,54.0,1,182.84,14.0,1,2.5706,4.5846
1007,처치,1,43.0,47.0,417.64,5987.0,7.0,0,31.0,214.68,132.0,1,0,1,13.48,10.0,1,20.8,6.0,1,8.98,6.0,1,15.3,4.0,1,0.2808,0.4333
1010,대조,0,24.0,32.0,913.49,80589.0,1.0,0,16.0,347.46,190.0,1,0,0,87.15,46.0,1,207.61,10.0,1,38.28,20.0,1,144.86,7.0,1,1.8156,4.3252
1011,처치,1,40.0,43.0,902.01,90286.0,3.0,0,27.0,317.03000000000003,111.0,1,0,2,160.02,66.0,1,382.86,17.0,1,106.97,41.0,1,253.67000000000002,10.0,1,3.3338,7.9762
1012,처치,1,31.0,36.0,402.87,4026.0,4.0,0,29.0,237.38,94.0,1,0,3,38.16,22.0,1,94.8,11.0,1,23.33,14.0,1,52.61,8.0,1,0.795,1.975
1015,처치,1,28.0,28.0,1209.0,746.0,4.0,0,28.0,710.15,454.0,1,1,3,144.28,81.0,1,271.61,5.0,1,85.32,61.0,1,164.27,4.0,1,3.0058,5.6585
1016,대조,0,10.0,10.0,392.77,115.0,16.0,0,8.0,150.26,46.0,1,0,2,87.8,33.0,1,200.33,4.0,1,50.77,16.0,1,133.85,3.0,1,1.8292,4.1735
1018,처치,1,29.0,30.0,516.36,10192.0,6.0,0,25.0,265.58,80.0,1,0,3,37.51,10.0,1,58.17,5.0,1,4.99,1.0,1,8.98,1.0,1,0.7815,1.2119
1019,대조,0,10.0,13.0,362.87,131.0,2.0,0,10.0,213.53,63.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1021,대조,0,23.0,26.0,431.19,202.0,18.0,0,12.0,156.96,70.0,1,0,1,55.37,22.0,1,126.23,8.0,1,0.0,0.0,0,20.03,3.0,1,1.1535,2.6298
1031,처치,1,52.0,62.0,1806.24,150551.0,3.0,0,45.0,743.33,267.0,1,0,0,194.96,71.0,1,588.59,23.0,1,160.03,58.0,1,403.19,16.0,1,4.0617,12.2623
1032,처치,1,37.0,42.0,1124.07,354.0,3.0,0,31.0,568.05,163.0,1,0,3,268.45,58.0,1,397.46000000000004,10.0,1,150.34,39.0,1,240.51000000000002,8.0,1,5.5927,8.2804
1034,대조,0,19.0,20.0,181.09,83.0,32.0,0,15.0,103.71000000000001,44.0,1,0,1,2.69,1.0,1,3.6799999999999997,1.0,1,2.69,1.0,1,3.6799999999999997,1.0,1,0.056,0.0767
1038,처치,1,72.0,87.0,450.41,320.0,2.0,0,47.0,285.59,159.0,1,0,0,70.73,45.0,1,140.99,33.0,1,47.16,28.0,1,94.35000000000001,17.0,1,1.4735,2.9373
1040,처치,1,75.0,76.0,1941.98,712.0,2.0,0,56.0,807.51,259.0,1,1,3,191.85,66.0,1,448.46,19.0,1,94.38,32.0,1,220.39000000000001,10.0,1,3.9969,9.3429
1046,대조,0,60.0,65.0,1297.44,31363.0,3.0,0,61.0,782.9300000000001,420.0,1,0,2,86.42,41.0,1,304.95,16.0,1,65.71000000000001,28.0,1,220.63,12.0,1,1.8004,6.3531
1047,처치,1,21.0,26.0,298.9,141.0,2.0,0,18.0,139.14000000000001,65.0,1,0,1,14.17,7.0,1,43.95,3.0,1,9.68,2.0,1,9.68,1.0,1,0.2952,0.9156
1048,대조,0,31.0,32.0,708.6,65602.0,1.0,0,24.0,287.35,121.0,1,0,0,108.51,37.0,1,282.82,15.0,1,88.76,29.0,1,227.70000000000002,14.0,1,2.2606,5.8921
1051,대조,0,12.0,12.0,326.26,182.0,15.0,0,12.0,177.07,105.0,1,0,1,11.53,8.0,1,23.2,1.0,1,11.53,8.0,1,23.2,1.0,1,0.2402,0.4833
1053,처치,1,30.0,30.0,1786.01,699.0,5.0,0,30.0,1136.99,460.0,1,0,3,286.03000000000003,117.0,1,574.5600000000001,7.0,1,164.88,72.0,1,364.44,4.0,1,5.959,11.97
1055,대조,0,16.0,16.0,214.15,104.0,8.0,0,14.0,91.06,36.0,1,0,5,24.580000000000002,11.0,1,55.46,4.0,1,20.89,9.0,1,33.0,2.0,1,0.5121,1.1554
1057,처치,1,55.0,57.0,2544.82,1087.0,1.0,0,52.0,880.99,361.0,1,0,4,129.92000000000002,76.0,1,485.87,16.0,1,70.26,42.0,1,271.56,10.0,1,2.7067,10.1223
1058,처치,1,128.0,203.0,1648.32,19005.0,1.0,0,89.0,690.73,313.0,1,0,1,36.14,19.0,1,129.85999999999999,34.0,1,18.75,8.0,1,77.47,19.0,1,0.7529,2.7054
1060,처치,1,17.0,17.0,2007.38,887.0,6.0,0,17.0,908.28,457.0,1,0,5,253.21,107.0,1,549.55,5.0,1,149.6,65.0,1,301.72,3.0,1,5.2752,11.449
1061,처치,1,23.0,35.0,1459.6200000000001,9393.0,3.0,0,30.0,752.01,268.0,1,0,0,468.58,162.0,1,954.37,11.0,1,275.94,98.0,1,585.33,5.0,1,9.7621,19.8827
1062,처치,1,66.0,72.0,406.68,258.0,5.0,0,65.0,274.27,192.0,1,0,0,64.57000000000001,49.0,1,107.0,18.0,1,25.47,28.0,1,55.5,11.0,1,1.3452,2.2292
1064,대조,0,17.0,18.0,1366.0900000000001,542.0,11.0,0,15.0,556.38,277.0,1,2,2,18.88,11.0,1,23.88,2.0,1,18.88,11.0,1,23.88,2.0,1,0.3933,0.4975
1065,대조,0,15.0,15.0,1492.86,733.0,13.0,0,13.0,823.47,409.0,1,0,3,214.44,83.0,1,457.57,5.0,1,72.31,29.0,1,165.67000000000002,3.0,1,4.4675,9.5327
1066,처치,1,82.0,91.0,1108.63,750.0,1.0,0,79.0,525.83,338.0,1,2,2,192.88,92.0,1,335.25,26.0,1,130.62,64.0,1,218.93,17.0,1,4.0183,6.9844
1067,대조,0,7.0,7.0,530.5,16819.0,12.0,0,6.0,280.03,113.0,1,0,1,65.91,39.0,1,97.62,4.0,1,59.93,37.0,1,89.05,3.0,1,1.3731,2.0338
1070,처치,1,46.0,65.0,1619.33,166749.0,4.0,0,46.0,628.96,312.0,1,0,4,176.98,92.0,1,289.53000000000003,6.0,1,133.05,72.0,1,237.11,5.0,1,3.6871,6.0319
1071,처치,1,18.0,19.0,380.04,311.0,2.0,0,18.0,156.71,107.0,1,0,2,143.58,100.0,1,287.61,10.0,1,64.88,51.0,1,142.92,6.0,1,2.9913,5.9919
1072,처치,1,18.0,22.0,962.97,5960.0,3.0,0,17.0,515.04,312.0,1,0,1,147.6,93.0,1,270.81,8.0,1,96.04,68.0,1,177.25,6.0,1,3.075,5.6419
1073,처치,1,34.0,41.0,1002.67,420.0,1.0,0,36.0,541.45,220.0,1,0,2,107.91,53.0,1,237.34,10.0,1,93.12,48.0,1,185.68,8.0,1,2.2481,4.9446
1075,대조,0,16.0,18.0,380.21,9848.0,6.0,0,13.0,209.87,100.0,1,0,1,17.060000000000002,4.0,1,21.240000000000002,3.0,1,11.98,2.0,1,16.16,2.0,1,0.3554,0.4425
1076,대조,0,19.0,19.0,300.49,119.0,5.0,0,16.0,122.58,38.0,1,0,0,127.82000000000001,22.0,1,181.69,4.0,1,5.0,3.0,1,10.67,1.0,1,2.6629,3.7852
1083,대조,0,16.0,17.0,411.7,156.0,17.0,0,16.0,288.8,99.0,1,1,1,142.62,41.0,1,211.09,3.0,1,111.48,33.0,1,163.18,2.0,1,2.9712,4.3977
1084,처치,1,57.0,73.0,958.59,407.0,13.0,0,54.0,591.05,255.0,1,0,4,91.13,41.0,1,138.62,6.0,1,91.13,41.0,1,138.62,6.0,1,1.8985,2.8879
1088,대조,0,27.0,28.0,514.83,5376.0,3.0,0,25.0,293.96,152.0,1,0,0,33.46,17.0,1,62.47,6.0,1,25.77,14.0,1,52.54,5.0,1,0.6971,1.3015
1089,처치,1,21.0,21.0,209.72,1860.0,8.0,0,13.0,115.5,49.0,1,0,0,7.28,2.0,1,8.82,1.0,1,7.28,2.0,1,8.82,1.0,1,0.1517,0.1838
1097,처치,1,30.0,42.0,1733.85,127821.0,2.0,0,25.0,747.25,249.0,1,0,1,339.02,83.0,1,629.59,19.0,1,265.95,69.0,1,467.38,14.0,1,7.0629,13.1165
1102,대조,0,16.0,17.0,327.62,145.0,18.0,0,15.0,158.88,77.0,1,0,2,123.28,49.0,1,198.24,7.0,1,76.46,28.0,1,138.94,5.0,1,2.5683,4.13
1110,대조,0,65.0,71.0,2949.59,735.0,3.0,0,56.0,716.18,425.0,1,0,0,200.05,136.0,1,906.29,24.0,1,137.26,94.0,1,544.7,17.0,1,4.1677,18.881
1113,처치,1,39.0,44.0,1065.91,7480.0,17.0,0,35.0,484.92,236.0,1,2,4,235.68,101.0,1,396.81,19.0,1,176.12,68.0,1,308.71,14.0,1,4.91,8.2669
1116,처치,1,8.0,9.0,265.71,156.0,3.0,0,8.0,168.64000000000001,83.0,1,0,2,18.330000000000002,7.0,1,54.84,2.0,1,15.55,6.0,1,35.49,1.0,1,0.3819,1.1425
1117,처치,1,50.0,62.0,1264.6200000000001,86319.0,6.0,0,37.0,489.58,285.0,1,0,3,20.66,9.0,1,178.09,9.0,1,5.68,2.0,1,155.92,8.0,1,0.4304,3.7102
1119,처치,1,25.0,26.0,779.39,8226.0,1.0,0,23.0,384.28,205.0,1,0,0,36.42,23.0,1,131.37,3.0,1,36.42,23.0,1,131.37,3.0,1,0.7588,2.7369
1120,대조,0,20.0,24.0,502.5,6644.0,69.0,0,20.0,230.35,125.0,1,0,1,73.99,39.0,1,144.66,4.0,1,22.8,16.0,1,27.04,1.0,1,1.5415,3.0138
1121,대조,0,13.0,13.0,524.82,262.0,23.0,0,11.0,254.16,119.0,1,0,2,16.86,10.0,1,77.47,4.0,1,16.86,10.0,1,77.47,4.0,1,0.3512,1.614
1122,처치,1,25.0,27.0,452.3,296.0,6.0,0,24.0,222.27,134.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1123,처치,1,20.0,22.0,944.83,313.0,4.0,0,17.0,425.87,143.0,1,0,2,112.89,43.0,1,305.44,6.0,1,91.1,35.0,1,253.41,5.0,1,2.3519,6.3633
1124,대조,0,23.0,31.0,884.14,2514.0,4.0,0,27.0,597.5600000000001,329.0,1,0,1,213.76,89.0,1,287.52,2.0,1,0.0,0.0,0,0.0,0.0,0,4.4533,5.99
1125,대조,0,22.0,32.0,497.11,7746.0,1.0,0,19.0,224.62,92.0,1,0,0,2.17,3.0,1,9.05,3.0,1,0.0,0.0,0,0.0,0.0,0,0.0452,0.1885
1126,대조,0,8.0,8.0,775.58,349.0,1.0,0,8.0,413.41,161.0,1,0,2,63.92,24.0,1,113.08,1.0,1,0.0,0.0,0,0.0,0.0,0,1.3317,2.3558
1127,대조,0,11.0,12.0,956.83,401.0,13.0,0,9.0,595.14,223.0,1,0,0,55.13,20.0,1,89.58,3.0,1,27.75,10.0,1,50.61,2.0,1,1.1485,1.8662
1130,처치,1,69.0,94.0,1367.26,692.0,2.0,0,72.0,720.96,337.0,1,0,4,264.01,132.0,1,458.22,27.0,1,176.89000000000001,102.0,1,322.22,17.0,1,5.5002,9.5462
1132,대조,0,5.0,6.0,302.9,177.0,74.0,0,5.0,168.61,68.0,1,0,2,163.3,65.0,1,290.51,6.0,1,72.59,34.0,1,122.02,4.0,1,3.4021,6.0523
1133,대조,0,29.0,33.0,387.11,175.0,9.0,0,23.0,270.56,116.0,1,0,0,58.51,30.0,1,115.89,9.0,1,45.48,25.0,1,90.76,8.0,1,1.219,2.4144
1134,처치,1,21.0,23.0,1928.27,808.0,5.0,0,21.0,1085.9,471.0,1,0,4,270.73,90.0,1,525.89,4.0,1,100.13,27.0,1,164.13,1.0,1,5.6402,10.956
1136,대조,0,12.0,12.0,190.54,120.0,1.0,0,10.0,91.32000000000001,58.0,1,0,2,62.23,15.0,1,73.21000000000001,4.0,1,57.86,14.0,1,68.84,2.0,1,1.2965,1.5252
1138,처치,1,59.0,60.0,1289.39,628.0,2.0,0,36.0,243.65,92.0,1,0,4,140.2,33.0,1,408.43,15.0,1,117.7,23.0,1,271.28,8.0,1,2.9208,8.509
1139,처치,1,29.0,31.0,2876.18,837.0,8.0,0,27.0,1511.63,405.0,1,0,3,117.7,35.0,1,288.14,2.0,1,59.44,19.0,1,156.64000000000001,1.0,1,2.4521,6.0029
1141,처치,1,15.0,16.0,274.8,136.0,6.0,0,13.0,137.22,51.0,1,0,0,29.88,21.0,1,59.53,5.0,1,26.41,20.0,1,56.059999999999995,4.0,1,0.6225,1.2402
1151,대조,0,39.0,44.0,847.2,373.0,1.0,0,41.0,601.63,251.0,1,0,0,286.38,56.0,1,352.44,18.0,1,229.63,44.0,1,288.44,13.0,1,5.9662,7.3425
1153,대조,0,12.0,17.0,265.29,127.0,10.0,0,14.0,197.79,88.0,1,0,1,80.57,44.0,1,114.07,9.0,1,66.47,37.0,1,91.78,7.0,1,1.6785,2.3765
1154,처치,1,35.0,36.0,1388.54,738.0,9.0,0,36.0,972.68,519.0,1,0,3,68.07,26.0,1,102.7,5.0,1,0.0,0.0,0,3.5,1.0,1,1.4181,2.1396
1157,처치,1,27.0,32.0,879.58,280.0,2.0,0,21.0,410.74,124.0,1,0,1,74.99,21.0,1,97.00999999999999,4.0,1,74.99,21.0,1,97.00999999999999,4.0,1,1.5623,2.021
1158,처치,1,53.0,69.0,1078.22,57287.0,2.0,0,51.0,541.15,306.0,1,0,2,133.58,68.0,1,251.88,22.0,1,97.33,49.0,1,182.2,15.0,1,2.7829,5.2475
1159,처치,1,35.0,41.0,517.54,29630.0,142.0,0,31.0,176.92000000000002,92.0,1,0,3,152.53,63.0,1,374.47,12.0,1,60.410000000000004,26.0,1,159.82,8.0,1,3.1777,7.8015
1160,처치,1,33.0,47.0,1282.88,30366.0,18.0,0,33.0,647.37,348.0,1,0,1,194.52,104.0,1,295.12,7.0,1,114.38,60.0,1,175.41,4.0,1,4.0525,6.1483
1164,처치,1,29.0,32.0,1394.75,603.0,8.0,0,23.0,674.43,320.0,1,0,1,240.20000000000002,96.0,1,505.51,10.0,1,109.05,43.0,1,258.45,6.0,1,5.0042,10.5315
1165,대조,0,14.0,14.0,366.87,11036.0,6.0,0,10.0,134.84,54.0,1,0,0,19.83,7.0,1,38.03,3.0,1,4.4,2.0,1,14.580000000000002,1.0,1,0.4131,0.7923
1172,대조,0,43.0,49.0,1228.79,430.0,3.0,0,33.0,569.91,237.0,1,0,2,233.56,95.0,1,465.87,16.0,1,187.19,75.0,1,363.1,11.0,1,4.8658,9.7056
1174,처치,1,30.0,36.0,502.18,330.0,1.0,0,29.0,318.0,171.0,1,0,1,146.49,69.0,1,287.0,13.0,1,57.06,21.0,1,108.92,7.0,1,3.0519,5.9792
1175,처치,1,44.0,49.0,2289.72,221051.0,1.0,0,30.0,711.71,281.0,1,2,2,139.36,52.0,1,481.46,9.0,1,139.36,52.0,1,442.04,7.0,1,2.9033,10.0304
1178,처치,1,57.0,60.0,1167.43,54434.0,3.0,0,54.0,598.46,264.0,1,0,5,189.49,69.0,1,340.33,18.0,1,143.78,45.0,1,247.88,13.0,1,3.9477,7.0902
1181,처치,1,32.0,36.0,667.6,12605.0,2.0,0,24.0,279.54,133.0,1,0,2,125.72,74.0,1,247.37,6.0,1,115.68,71.0,1,224.85,4.0,1,2.6192,5.1535
1182,대조,0,12.0,16.0,211.54,12871.0,7.0,0,8.0,102.07000000000001,46.0,1,0,3,3.46,3.0,1,6.45,1.0,1,3.46,3.0,1,6.45,1.0,1,0.0721,0.1344
1184,대조,0,0.0,0.0,0.0,0.0,200.0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1186,처치,1,22.0,24.0,1546.91,33361.0,7.0,0,19.0,815.3,224.0,1,0,3,260.69,80.0,1,594.84,9.0,1,56.6,20.0,1,205.4,5.0,1,5.431,12.3925
1187,처치,1,54.0,65.0,1372.21,756.0,1.0,0,54.0,832.04,401.0,1,0,3,139.69,74.0,1,240.73,8.0,1,82.82,36.0,1,126.91,6.0,1,2.9102,5.0152
1188,처치,1,20.0,24.0,481.55,383.0,2.0,0,21.0,307.34,245.0,1,0,1,192.83,154.0,1,324.5,14.0,1,65.89,52.0,1,106.4,4.0,1,4.0173,6.7604
1191,대조,0,31.0,31.0,800.68,320.0,1.0,0,28.0,458.16,167.0,1,0,1,127.56,35.0,1,231.95,8.0,1,36.589999999999996,7.0,1,43.78,4.0,1,2.6575,4.8323
1193,처치,1,35.0,39.0,540.92,315.0,4.0,0,23.0,194.02,113.0,1,0,1,17.6,13.0,1,87.19,7.0,1,13.23,10.0,1,51.6,4.0,1,0.3667,1.8165
1204,대조,0,19.0,24.0,704.8,295.0,2.0,0,21.0,390.93,154.0,1,0,1,121.43,46.0,1,183.04,5.0,1,32.37,6.0,1,51.21,2.0,1,2.5298,3.8133
1207,처치,1,31.0,37.0,302.21,173.0,1.0,0,27.0,124.23,74.0,1,0,1,13.96,6.0,1,43.92,9.0,1,8.59,3.0,1,25.630000000000003,5.0,1,0.2908,0.915
1211,대조,0,38.0,44.0,2288.17,86596.0,2.0,0,35.0,1230.65,340.0,1,0,2,287.14,84.0,1,663.51,9.0,1,74.89,23.0,1,214.61,4.0,1,5.9821,13.8231
1217,대조,0,15.0,19.0,795.05,38563.0,18.0,0,13.0,390.49,172.0,1,0,0,14.17,10.0,1,35.17,1.0,1,0.0,0.0,0,0.0,0.0,0,0.2952,0.7327
1218,대조,0,29.0,32.0,1308.55,70060.0,20.0,0,25.0,697.24,347.0,1,0,0,329.1,194.0,1,459.54,9.0,1,197.76,117.0,1,228.84,5.0,1,6.8562,9.5738
1219,대조,0,27.0,29.0,173.44,103.0,8.0,0,17.0,100.27,32.0,1,0,1,52.01,14.0,1,90.34,8.0,1,26.369999999999997,8.0,1,48.51,6.0,1,1.0835,1.8821
1223,대조,0,10.0,11.0,241.84,127.0,3.0,0,10.0,143.78,54.0,1,0,0,416.7,161.0,1,654.53,13.0,1,416.7,161.0,1,635.51,12.0,1,8.6812,13.636
1224,처치,1,18.0,24.0,546.9,319.0,29.0,0,21.0,307.22,140.0,1,0,0,41.84,19.0,1,67.57,5.0,1,28.47,13.0,1,35.92,4.0,1,0.8717,1.4077
1227,대조,0,32.0,36.0,1493.48,37931.0,3.0,0,31.0,898.49,326.0,1,0,0,258.76,138.0,1,458.56,12.0,1,204.06,115.0,1,355.82,8.0,1,5.3908,9.5533
1228,처치,1,124.0,199.0,4295.36,269501.0,1.0,0,146.0,1926.0,670.0,1,1,2,343.45,125.0,1,966.8000000000001,56.0,1,257.3,90.0,1,622.9,39.0,1,7.1552,20.1417
1233,대조,0,8.0,9.0,449.07,40726.0,53.0,0,2.0,254.36,95.0,1,0,1,56.07,22.0,1,100.08,2.0,1,56.07,22.0,1,100.08,2.0,1,1.1681,2.085
1237,대조,0,6.0,6.0,314.33,146.0,4.0,0,6.0,189.92000000000002,78.0,1,0,1,31.53,15.0,1,72.09,1.0,1,31.53,15.0,1,72.09,1.0,1,0.6569,1.5019
1239,처치,1,7.0,7.0,584.12,330.0,23.0,0,6.0,337.57,164.0,1,0,1,64.22,28.0,1,133.1,1.0,1,64.22,28.0,1,133.1,1.0,1,1.3379,2.7729
1246,대조,0,17.0,18.0,936.75,308.0,6.0,0,18.0,308.72,111.0,1,0,3,104.07000000000001,30.0,1,170.94,4.0,1,104.07000000000001,30.0,1,170.94,4.0,1,2.1681,3.5612
1247,처치,1,40.0,44.0,2553.71,21108.0,2.0,0,37.0,1490.1200000000001,723.0,1,2,3,310.73,139.0,1,487.67,8.0,1,209.38,91.0,1,331.01,5.0,1,6.4735,10.1598
1251,대조,0,10.0,12.0,108.18,33.0,4.0,0,5.0,19.93,10.0,1,0,1,0.99,1.0,1,2.3200000000000003,2.0,1,0.99,1.0,1,2.3200000000000003,2.0,1,0.0206,0.0483
1256,처치,1,47.0,51.0,1171.7,43958.0,7.0,0,43.0,584.61,205.0,1,1,6,182.51,56.0,1,343.53000000000003,10.0,1,105.51,30.0,1,200.13,6.0,1,3.8023,7.1569
1257,대조,0,9.0,9.0,469.67,242.0,4.0,0,9.0,267.73,142.0,1,0,0,179.09,83.0,1,341.75,7.0,1,133.15,57.0,1,279.66,6.0,1,3.731,7.1198
1258,대조,0,79.0,85.0,1256.11,21555.0,3.0,0,63.0,532.34,214.0,1,0,5,221.63,83.0,1,382.85,21.0,1,162.39,58.0,1,287.85,16.0,1,4.6173,7.976
1259,대조,0,10.0,12.0,338.34,208.0,13.0,0,11.0,165.25,87.0,1,0,1,57.62,35.0,1,102.71,3.0,1,43.11,27.0,1,79.45,2.0,1,1.2004,2.1398
