household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day,p_score
1207,처치,1,78,93,621.34,345,22,0,71,361.01,176,1,0,2,41.8,8.0,1,64.4,5.0,1,29.9,4.0,1,44.82,3.0,1,0.7464,1.15,0.4471412768489644
1211,처치,1,106,127,7124.43,374269,2,0,91,3918.16,1037,1,0,2,431.33,101.0,1,814.6,16.0,1,249.93,61.0,1,379.69,8.0,1,7.7023,14.5464,0.9317674055382987
1218,처치,1,66,75,2674.7,154263,3,0,53,1376.89,736,1,0,0,111.57,64.0,1,204.56,9.0,1,66.94,38.0,1,131.97,3.0,1,1.9923,3.6529,0.7748032657028688
1219,처치,1,73,80,586.69,335,1,0,50,319.91,118,1,0,1,21.37,11.0,1,60.04,13.0,1,8.709999999999999,5.0,1,17.759999999999998,5.0,1,0.3816,1.0721,0.3776848483614312
1224,처치,1,56,69,1856.51,1093,3,0,63,1070.24,501,1,0,1,137.69,59.0,1,213.04,12.0,1,126.55,52.0,1,195.31,8.0,1,2.4587,3.8043,0.7174873546754186
1233,대조,0,26,33,1710.82,125563,9,0,12,805.18,353,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.09679921917720305
1237,처치,1,19,19,972.59,42266,7,0,17,486.32,209,1,0,1,52.04,23.0,1,78.57000000000001,1.0,1,0.0,0.0,0,0.0,0.0,0,0.9293,1.403,0.10352727881642713
1239,대조,0,22,23,1640.81,819,64,0,18,865.48,385,1,0,2,68.82,38.0,1,84.82000000000001,1.0,1,0.0,0.0,0,0.0,0.0,0,1.2289,1.5146,0.1223854259901443
1245,처치,1,151,181,3182.01,94349,2,0,129,1681.29,685,1,0,4,328.67,136.0,1,666.47,40.0,1,138.49,64.0,1,323.91,19.0,1,5.8691,11.9013,0.8787396994655712
1246,대조,0,66,70,4306.89,120300,5,0,58,1571.49,574,1,0,3,112.89,50.0,1,434.13,14.0,1,90.64,44.0,1,308.76,8.0,1,2.0159,7.7523,0.7230786265833345
1247,처치,1,87,98,5335.11,22447,1,0,85,3002.25,1447,1,4,4,319.90000000000003,137.0,1,514.12,9.0,1,207.13,91.0,1,314.25,5.0,1,5.7125,9.1807,0.9008596070779993
1248,처치,1,121,139,8132.86,160784,10,0,115,4953.87,1779,1,1,6,86.56,23.0,1,274.21,8.0,1,32.21,5.0,1,93.24,3.0,1,1.5457,4.8966,0.9004630555555717
1251,대조,0,47,51,301.1,8066,55,0,24,164.77,39,1,0,1,9.99,1.0,1,10.74,1.0,1,0.0,0.0,0,0.0,0.0,0,0.1784,0.1918,0.06512787575169181
1257,대조,0,23,23,1123.39,36362,1,0,20,559.41,272,1,0,0,0.0,0.0,0,8.78,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.1568,0.20363254919832896
1258,처치,1,169,185,2708.25,31825,2,0,146,1579.37,643,1,0,5,126.1,69.0,1,289.57,21.0,1,86.25,40.0,1,168.95,10.0,1,2.2518,5.1709,0.855897416649434
1259,대조,0,26,29,988.57,575,10,0,27,495.08,244,1,0,1,28.1,14.0,1,47.06,1.0,1,28.1,14.0,1,47.06,1.0,1,0.5018,0.8404,0.2130157354703218
1260,처치,1,105,142,9443.39,16248,3,0,132,5171.22,1971,1,0,2,439.88,149.0,1,777.47,12.0,1,229.8,70.0,1,392.52,7.0,1,7.855,13.8834,0.9722086461982696
1265,처치,1,38,42,1229.52,659,15,0,41,645.49,343,1,0,0,42.69,24.0,1,102.09,4.0,1,19.19,12.0,1,72.06,2.0,1,0.7623,1.823,0.4847068149043349
1266,처치,1,87,94,1264.27,662,10,0,56,791.81,346,1,0,4,143.37,52.0,1,195.21,7.0,1,23.87,14.0,1,66.2,4.0,1,2.5602,3.4859,0.3713672957964495
1269,대조,0,70,85,2197.47,1109,2,0,72,1173.24,520,1,0,2,46.68,27.0,1,143.89,7.0,1,27.25,15.0,1,76.8,4.0,1,0.8336,2.5695,0.746274067812759
1271,처치,1,94,99,3097.94,1536,4,0,93,1888.23,791,1,0,3,301.21,115.0,1,506.23,16.0,1,186.59,76.0,1,328.86,9.0,1,5.3787,9.0398,0.8270223310155964
1285,처치,1,101,111,3810.0,36958,1,0,102,2385.24,1066,1,1,1,375.46,134.0,1,546.93,12.0,1,230.33,72.0,1,327.11,8.0,1,6.7046,9.7666,0.9419293131570408
1288,처치,1,36,46,1631.2,15888,7,0,34,820.07,325,1,0,1,99.81,35.0,1,140.05,4.0,1,58.4,18.0,1,74.37,2.0,1,1.7823,2.5009,0.40518521527114065
1289,처치,1,312,422,1166.99,765,2,0,101,361.8,161,1,0,2,53.21,21.0,1,190.62,34.0,1,22.41,10.0,1,82.03,19.0,1,0.9502,3.4039,0.7732324119890753
1292,대조,0,23,24,472.22,192,20,0,23,376.96,140,1,0,1,21.65,13.0,1,28.21,2.0,1,18.65,7.0,1,21.24,1.0,1,0.3866,0.5038,0.08951836371255945
1293,처치,1,117,130,2050.44,1521,3,0,114,1061.23,621,1,0,1,179.0,119.0,1,338.31,17.0,1,137.13,92.0,1,250.02,8.0,1,3.1964,6.0412,0.8968247470159656
1294,대조,0,41,43,3535.93,1586,13,0,40,1835.41,840,1,1,2,274.89,96.0,1,573.5,5.0,1,215.38,76.0,1,451.83,4.0,1,4.9087,10.2411,0.6308741977837795
1296,처치,1,63,65,1675.58,1024,5,0,64,952.64,412,1,0,3,135.31,48.0,1,215.21,7.0,1,67.42,26.0,1,95.4,3.0,1,2.4163,3.843,0.5679479678912162
1297,대조,0,80,90,1434.22,28772,2,0,80,986.42,401,1,0,4,253.73,127.0,1,521.69,21.0,1,107.0,56.0,1,245.46,9.0,1,4.5309,9.3159,0.5793538232843245
1300,대조,0,47,54,1499.6,95420,2,0,41,803.71,385,1,0,1,305.85,118.0,1,521.84,12.0,1,138.3,51.0,1,176.24,5.0,1,5.4616,9.3186,0.4867485941828154
1301,대조,0,70,79,1462.88,600,9,0,48,566.98,277,1,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.3357754228847645
1304,처치,1,62,67,619.51,351,9,0,56,365.11,173,1,0,0,40.91,22.0,1,98.27,11.0,1,22.21,10.0,1,50.68,5.0,1,0.7305,1.7548,0.48519631690619613
1307,처치,1,120,141,1754.95,67998,15,0,72,622.83,287,1,0,2,36.16,14.0,1,47.94,7.0,1,0.0,0.0,0,0.0,0.0,0,0.6457,0.8561,0.6919196098389284
1317,처치,1,157,179,3797.02,1822,1,0,159,1837.12,803,1,0,5,55.83,23.0,1,133.67,8.0,1,16.91,6.0,1,46.19,2.0,1,0.997,2.387,0.906443387623471
1318,처치,1,56,57,4356.12,49311,1,0,50,2609.42,914,1,3,2,300.71,110.0,1,668.11,8.0,1,136.36,48.0,1,281.23,4.0,1,5.3698,11.9305,0.8173661384183539
1319,대조,0,39,42,911.41,443,16,0,38,561.57,285,1,0,1,42.77,8.0,1,63.85,3.0,1,23.49,1.0,1,23.49,1.0,1,0.7637,1.1402,0.31838459237232664
1321,처치,1,133,153,1374.82,899,4,0,125,725.39,457,1,0,3,67.07000000000001,32.0,1,132.0,17.0,1,17.62,9.0,1,42.74,6.0,1,1.1977,2.3571,0.8019417693348513
1325,처치,1,35,37,1801.67,678,10,0,33,921.96,336,1,0,1,226.99,65.0,1,480.66,12.0,1,114.47,39.0,1,217.19,6.0,1,4.0534,8.5832,0.40645808658638743
1331,처치,1,92,99,1681.43,757,21,0,52,608.5,290,1,0,3,31.73,17.0,1,75.55,2.0,1,31.73,17.0,1,75.55,2.0,1,0.5666,1.3491,0.46138509025233865
1345,처치,1,46,48,1148.92,452,25,0,40,496.89,209,1,0,1,90.09,32.0,1,142.71,6.0,1,60.73,23.0,1,95.01,4.0,1,1.6088,2.5484,0.3842466514769567
1347,처치,1,69,87,1796.59,77681,4,0,54,818.5699999999999,287,1,0,0,288.12,87.0,1,797.5,24.0,1,134.44,47.0,1,271.74,10.0,1,5.145,14.2411,0.7114501541157446
1350,대조,0,82,112,1741.46,10769,25,0,77,1046.36,521,1,0,3,237.08,91.0,1,403.47,11.0,1,106.27,39.0,1,155.23,3.0,1,4.2336,7.2048,0.6459358218022071
1351,대조,0,68,76,443.23,234,7,0,56,186.82,129,1,0,2,11.24,5.0,1,89.42,8.0,1,6.75,3.0,1,84.18,6.0,1,0.2007,1.5968,0.28658915759316533
1354,처치,1,61,65,1783.39,54962,4,0,56,970.68,398,1,0,0,160.92,56.0,1,380.35,11.0,1,90.47,27.0,1,233.99,7.0,1,2.8736,6.792,0.7201132405273878
1357,처치,1,67,71,2502.66,78374,10,0,63,1712.06,1510,1,2,3,178.85,131.0,1,401.13,8.0,1,154.87,97.0,1,263.5,4.0,1,3.1938,7.163,0.7218684062984285
1369,대조,0,105,110,2192.9,841,3,0,103,906.85,439,1,0,2,113.62,47.0,1,242.39,12.0,1,89.76,35.0,1,187.0,9.0,1,2.0289,4.3284,0.8508369209469901
1374,대조,0,77,88,2439.89,1028,13,0,67,1146.47,442,1,0,3,65.48,25.0,1,162.19,5.0,1,33.5,14.0,1,89.84,3.0,1,1.1693,2.8962,0.662038275690693
1382,처치,1,101,106,2947.5,1088,4,0,85,1362.62,480,1,0,4,46.75,14.0,1,91.99,4.0,1,23.96,9.0,1,43.6,3.0,1,0.8348,1.6427,0.7450920920908942
1383,처치,1,91,99,1025.1,387,6,0,70,537.63,214,1,0,3,188.14,85.0,1,325.3,20.0,1,69.91,33.0,1,123.06,12.0,1,3.3596,5.8089,0.501714398722744
1387,대조,0,49,54,1529.7,655,10,0,50,836.34,255,1,0,1,110.99,36.0,1,254.43,6.0,1,49.5,15.0,1,99.4,3.0,1,1.982,4.5434,0.5636853395628746
1389,대조,0,31,32,1997.71,723,6,0,29,999.89,313,1,0,1,171.11,57.0,1,386.67,5.0,1,171.11,57.0,1,386.67,5.0,1,3.0555,6.9048,0.37699807080910286
1392,처치,1,89,104,2152.89,97681,6,0,83,965.26,455,1,0,3,32.96,15.0,1,83.26,3.0,1,27.19,11.0,1,44.05,1.0,1,0.5886,1.4868,0.7319149446800005
1394,처치,1,118,124,3493.28,1449,2,0,118,1785.59,812,1,2,4,202.65,98.0,1,367.61,13.0,1,105.98,49.0,1,165.95000000000002,7.0,1,3.6188,6.5645,0.9044844271242378
1402,처치,1,139,148,2181.85,54803,1,0,120,1064.3,546,1,0,1,19.4,10.0,1,43.46,7.0,1,4.85,3.0,1,18.0,2.0,1,0.3464,0.7761,0.9138887764609985
1403,처치,1,127,148,3640.51,464328,1,0,45,1044.96,314,1,0,2,4.19,1.0,1,7.370000000000001,1.0,1,4.19,1.0,1,7.370000000000001,1.0,1,0.0748,0.1316,0.6748438330977726
1405,대조,0,38,41,1458.56,9037,6,0,29,768.67,260,1,0,2,209.29,76.0,1,324.08,5.0,1,182.32,73.0,1,284.77,3.0,1,3.7373,5.7871,0.2575459649881033
1406,처치,1,71,83,2879.08,144400,4,0,56,1136.46,546,1,0,4,204.06,86.0,1,521.68,21.0,1,82.39,45.0,1,196.28,13.0,1,3.6439,9.3157,0.5655228739876181
1409,처치,1,69,71,3459.41,1335,7,0,66,1619.51,528,1,0,2,226.4,77.0,1,357.16,7.0,1,139.91,39.0,1,204.21,5.0,1,4.0429,6.3779,0.7801073131903765
1417,처치,1,32,50,2768.43,207616,5,0,31,1142.02,724,1,0,0,249.75,102.0,1,744.91,17.0,1,151.09,65.0,1,591.2,13.0,1,4.4598,13.302,0.5588895252316544
1423,처치,1,137,173,1445.91,30451,3,0,92,687.27,486,1,2,2,51.29,26.0,1,130.69,9.0,1,34.53,22.0,1,99.48,5.0,1,0.9159,2.3337,0.8248227750976852
1424,대조,0,40,41,385.42,203,30,0,33,242.54,109,1,0,1,85.88,37.0,1,188.83,15.0,1,40.97,20.0,1,83.48,8.0,1,1.5336,3.372,0.1369553366773635
1425,처치,1,81,102,3247.45,1552,2,0,85,1483.56,690,1,0,3,46.49,33.0,1,170.4,7.0,1,19.49,12.0,1,76.56,4.0,1,0.8302,3.0429,0.8132894027449195
1426,대조,0,55,57,1984.09,29108,5,0,53,981.38,340,1,0,2,73.87,34.0,1,125.94,3.0,1,24.36,10.0,1,57.4,2.0,1,1.3191,2.2489,0.5879411569016106
1429,대조,0,60,61,594.12,395,10,0,50,317.19,217,1,1,1,35.86,19.0,1,77.99,11.0,1,16.07,9.0,1,31.1,5.0,1,0.6404,1.3927,0.40931521394932757
1431,처치,1,99,124,2223.52,9163,1,0,78,764.91,255,1,0,2,40.84,22.0,1,189.83,12.0,1,40.84,22.0,1,130.58,7.0,1,0.7293,3.3898,0.7831441119904564
1438,대조,0,31,37,1796.58,629,12,0,36,1087.79,397,1,0,1,42.93,3.0,1,117.26,1.0,1,0.0,0.0,0,0.0,0.0,0,0.7666,2.0939,0.44229243739711577
1440,처치,1,73,83,1858.41,142874,1,0,50,823.5,330,1,0,0,82.42,38.0,1,192.06,6.0,1,19.94,11.0,1,59.88,3.0,1,1.4718,3.4296,0.6986069658098681
1443,처치,1,131,157,1842.53,11734,2,0,122,500.5,230,1,0,1,48.84,17.0,1,171.79,13.0,1,42.66,15.0,1,121.27,8.0,1,0.8721,3.0677,0.901929184829965
1448,처치,1,73,79,1859.22,4353,55,0,48,710.6700000000001,274,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.6396482092050881
1452,처치,1,228,316,1469.03,34724,3,0,142,683.83,645,1,0,5,179.28,114.0,1,307.61,39.0,1,59.03,56.0,1,126.75,19.0,1,3.2014,5.493,0.7661724190931607
1454,처치,1,96,111,3385.81,184714,2,0,82,1676.14,795,1,0,2,379.3,149.0,1,862.0,19.0,1,153.66,54.0,1,268.24,8.0,1,6.7732,15.3929,0.8496421784810084
1456,대조,0,64,67,1494.12,739,42,0,50,683.17,314,1,0,1,0.0,0.0,0,4.19,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0748,0.5424845450201241
1460,처치,1,48,52,2307.64,62130,10,0,40,1188.14,418,1,1,1,60.23,37.0,1,120.21,4.0,1,53.370000000000005,35.0,1,80.42,2.0,1,1.0755,2.1466,0.6116646551500667
1461,처치,1,182,241,5174.51,362800,1,0,154,2872.34,1234,1,0,3,608.23,202.0,1,1003.1,22.0,1,442.07,139.0,1,743.16,18.0,1,10.8612,17.9125,0.9560629324211123
1463,처치,1,108,127,3070.33,350092,18,0,71,967.83,497,1,1,4,42.33,25.0,1,170.17000000000002,5.0,1,42.33,25.0,1,75.08,3.0,1,0.7559,3.0388,0.7202790224251122
1464,처치,1,65,71,2257.5,21306,8,0,64,1383.05,643,1,0,1,90.99,44.0,1,117.18,2.0,1,0.0,0.0,0,0.0,0.0,0,1.6248,2.0925,0.7494681731642496
1467,처치,1,264,629,1960.58,59103,2,0,111,506.62,250,1,0,1,74.73,43.0,1,426.69,101.0,1,67.06,37.0,1,251.6,59.0,1,1.3345,7.6195,0.8989004492037742
1470,처치,1,78,93,1313.4,66830,3,0,60,665.16,314,1,0,5,137.51,51.0,1,293.63,19.0,1,89.08,34.0,1,185.26,10.0,1,2.4555,5.2434,0.35641375392949126
1473,대조,0,78,87,3246.83,1306,5,0,71,1549.21,633,1,0,5,321.03000000000003,123.0,1,586.29,19.0,1,158.77,56.0,1,281.88,9.0,1,5.7327,10.4695,0.6274556880153469
1474,처치,1,47,49,1837.16,841,7,0,46,877.99,330,1,0,0,58.17,30.0,1,189.23,13.0,1,28.28,12.0,1,86.07,5.0,1,1.0388,3.3791,0.6378491675863284
1483,처치,1,86,95,3755.05,103271,10,0,63,1928.18,839,1,0,3,245.6,92.0,1,436.49,11.0,1,152.22,76.0,1,291.11,9.0,1,4.3857,7.7945,0.7253884739132745
1484,처치,1,73,77,2518.78,1339,8,0,71,1238.41,683,1,0,0,155.91,68.0,1,298.61,13.0,1,107.1,47.0,1,204.77,7.0,1,2.7841,5.3323,0.8424602055985152
1485,대조,0,52,53,1910.09,511,6,0,43,817.73,230,1,3,3,19.14,6.0,1,56.39,4.0,1,5.48,2.0,1,7.48,1.0,1,0.3418,1.007,0.5269446969945213
1492,대조,0,71,77,1001.42,498,4,0,73,692.9,310,1,0,3,68.97,36.0,1,91.64,7.0,1,39.18,21.0,1,43.05,4.0,1,1.2316,1.6364,0.5167383290723426
1493,대조,0,20,21,865.9,25966,3,0,15,377.37,168,1,0,1,4.59,1.0,1,13.97,1.0,1,0.0,0.0,0,0.0,0.0,0,0.082,0.2495,0.08010742130995595
1494,처치,1,44,64,2126.5,1133,17,0,45,1016.11,474,1,0,3,104.68,44.0,1,216.01,13.0,1,47.58,21.0,1,96.61,5.0,1,1.8693,3.8573,0.4449162923718024
1495,처치,1,135,139,1410.22,1041,1,0,116,793.55,443,1,0,0,112.97,46.0,1,197.77,13.0,1,87.59,35.0,1,138.68,7.0,1,2.0173,3.5316,0.8983921602307154
1499,대조,0,67,73,1672.81,14503,11,0,57,976.56,379,1,0,1,160.28,64.0,1,237.6,10.0,1,64.17999999999999,33.0,1,112.64,7.0,1,2.8621,4.2429,0.6440322438533286
1501,처치,1,139,156,6487.93,683356,5,0,104,2307.15,1039,1,0,2,332.62,144.0,1,1114.6,27.0,1,142.79,62.0,1,631.8,12.0,1,5.9396,19.9036,0.9399169564624771
1502,대조,0,41,42,1921.15,781,70,0,33,872.45,331,1,0,4,11.84,4.0,1,50.03,3.0,1,3.47,1.0,1,30.5,2.0,1,0.2114,0.8934,0.21944132927672885
1508,대조,0,67,70,1593.42,104671,5,0,55,870.92,401,1,4,2,62.17,29.0,1,98.94,4.0,1,31.73,16.0,1,33.53,2.0,1,1.1102,1.7668,0.6856292806253611
1512,대조,0,62,76,1356.19,197047,1,0,34,486.61,230,1,0,1,35.05,9.0,1,146.51,10.0,1,35.05,9.0,1,79.26,6.0,1,0.6259,2.6162,0.3908734491003992
1518,대조,0,24,30,1142.26,4027,28,0,21,770.18,268,1,0,1,38.88,7.0,1,47.65,2.0,1,0.0,0.0,0,0.0,0.0,0,0.6943,0.8509,0.15700495350219995
1524,대조,0,42,47,2148.78,163832,9,0,30,1155.17,525,1,0,1,118.58,44.0,1,192.35,4.0,1,38.54,11.0,1,99.85,3.0,1,2.1175,3.4348,0.40826654775297005
1526,처치,1,160,165,2439.55,1364,1,0,147,1209.35,595,1,0,2,110.61,42.0,1,234.88,14.0,1,25.5,10.0,1,74.02,7.0,1,1.9752,4.1943,0.9286146633808654
1530,대조,0,35,36,689.7,34136,7,0,32,421.82,168,1,0,1,60.08,23.0,1,98.81,7.0,1,12.67,4.0,1,20.95,2.0,1,1.0729,1.7645,0.21478950635915228
1532,처치,1,70,81,1726.65,128736,19,0,47,464.24,171,1,0,1,36.29,16.0,1,104.25,3.0,1,0.0,0.0,0,0.0,0.0,0,0.648,1.8616,0.5606423969325798
1542,처치,1,95,105,1655.44,624,4,0,65,687.75,252,1,0,3,104.9,26.0,1,175.41,5.0,1,64.79,14.0,1,75.68,2.0,1,1.8732,3.1323,0.5819286966076386
1544,대조,0,44,50,2345.95,89891,41,0,41,1048.29,460,1,0,4,0.0,0.0,0,42.91,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.7662,0.3432299403122588
1547,처치,1,156,198,1479.12,314210,1,0,63,282.58,128,1,0,1,58.26,19.0,1,217.0,31.0,1,3.3899999999999997,2.0,1,48.69,8.0,1,1.0404,3.875,0.6959319251591135
1548,처치,1,74,82,2893.17,11049,8,0,71,1379.04,644,1,0,4,117.7,42.0,1,381.66,12.0,1,49.88,16.0,1,143.94,5.0,1,2.1018,6.8154,0.6621295791663021
1549,처치,1,118,139,1595.84,67172,6,0,112,975.96,498,1,0,4,70.72,43.0,1,181.59,19.0,1,43.19,21.0,1,115.61,12.0,1,1.2629,3.2427,0.7353011503214879
1551,대조,0,17,17,772.96,362,402,0,16,405.23,160,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.06268333616606467
1555,처치,1,66,79,1294.28,676,8,0,63,654.95,312,1,0,2,56.540000000000006,6.0,1,75.34,6.0,1,13.55,5.0,1,27.97,4.0,1,1.0096,1.3454,0.5697148092937674
1557,처치,1,141,169,5747.18,574885,2,0,115,2768.92,1293,1,0,6,175.9,48.0,1,388.19,12.0,1,86.54,33.0,1,220.99,6.0,1,3.1411,6.932,0.8501827710803801
1563,처치,1,72,90,3317.46,26840,6,0,67,1686.71,603,1,0,2,213.49,77.0,1,569.38,11.0,1,104.8,36.0,1,274.46,6.0,1,3.8123,10.1675,0.7820782899670804
1567,대조,0,104,118,1825.42,1223,2,0,98,1040.39,553,1,0,2,111.08,48.0,1,151.61,18.0,1,34.28,12.0,1,53.35,7.0,1,1.9836,2.7073,0.8177928555007857
1569,대조,0,83,97,1216.22,715,12,0,83,721.33,385,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.6739829784325013
1572,처치,1,33,35,1578.5,55898,9,0,30,744.12,313,1,0,0,93.1,28.0,1,146.74,4.0,1,40.33,12.0,1,52.17,2.0,1,1.6625,2.6204,0.4043408499978397
1575,처치,1,40,41,1203.85,8286,13,0,40,812.71,488,1,0,0,94.93,60.0,1,147.99,4.0,1,16.59,10.0,1,26.71,1.0,1,1.6952,2.6427,0.4701288793251063
1578,처치,1,69,79,2146.26,31504,2,0,64,950.81,386,1,0,1,115.54,42.0,1,233.0,6.0,1,55.09,19.0,1,123.62,5.0,1,2.0632,4.1607,0.7536904516603063
1584,처치,1,203,266,5869.97,301298,3,0,191,2459.99,782,1,0,4,189.41,54.0,1,349.54,12.0,1,72.97,17.0,1,130.21,3.0,1,3.3823,6.2418,0.9637602766642024
1586,처치,1,56,64,1907.83,698,5,0,61,1648.44,587,1,0,4,116.83,15.0,1,151.51,2.0,1,0.0,0.0,0,0.0,0.0,0,2.0862,2.7055,0.50472583114653
1587,대조,0,48,54,552.84,29784,3,0,27,204.67,115,1,0,1,29.77,13.0,1,51.99,3.0,1,18.07,8.0,1,28.04,2.0,1,0.5316,0.9284,0.14890362038727759
1588,처치,1,174,208,4403.0,7964,3,0,162,2424.7200000000003,1004,1,1,3,150.61,58.0,1,270.13,10.0,1,72.09,26.0,1,140.23,5.0,1,2.6895,4.8237,0.9613129436250789
1591,처치,1,62,68,3181.11,172945,4,0,45,1565.26,766,1,11,2,363.33,170.0,1,808.33,19.0,1,180.46,85.0,1,372.75,9.0,1,6.488,14.4345,0.7936843566260661
1592,처치,1,32,33,1357.28,93230,7,0,22,575.58,186,1,0,0,112.4,49.0,1,745.61,13.0,1,94.06,43.0,1,286.19,8.0,1,2.0071,13.3145,0.25406270373402423
1593,대조,0,34,36,1522.81,16881,19,0,32,825.92,386,1,1,1,41.96,15.0,1,88.22,3.0,1,41.96,15.0,1,75.35,2.0,1,0.7493,1.5754,0.4037755557616275
1595,처치,1,104,119,4807.25,313948,4,0,82,1877.57,629,1,0,2,101.34,41.0,1,315.35,7.0,1,46.63,18.0,1,159.03,4.0,1,1.8096,5.6313,0.8836867038761489
1601,대조,0,19,20,1269.51,576,110,0,18,633.51,288,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.09592953638532767
1604,처치,1,112,116,556.77,310,4,0,81,278.44,134,1,0,2,33.26,14.0,1,82.62,17.0,1,17.7,6.0,1,47.74,10.0,1,0.5939,1.4754,0.5079766572708041
1605,처치,1,49,50,587.54,370,3,0,44,344.44,178,1,0,0,29.34,10.0,1,53.35,4.0,1,16.19,7.0,1,32.84,3.0,1,0.5239,0.9527,0.37345087496572515
1607,처치,1,96,112,3270.07,1632,9,0,65,1405.52,536,1,0,4,100.59,35.0,1,145.56,9.0,1,10.31,2.0,1,19.79,4.0,1,1.7962,2.5993,0.6535029105903734
1609,처치,1,257,332,22745.4,1755255,1,0,187,8601.26,3213,1,0,2,908.1,294.0,1,2641.15,40.0,1,465.72,148.0,1,1237.62,19.0,1,16.2161,47.1634,0.993945885465902
1615,대조,0,34,39,848.5600000000001,5493,8,0,23,259.55,149,1,0,1,5.4399999999999995,4.0,1,14.4,2.0,1,3.86,2.0,1,5.85,1.0,1,0.0971,0.2571,0.15357000524303868
1617,처치,1,70,97,3683.05,10448,23,0,83,2234.32,896,1,0,7,97.55,47.0,1,214.52,4.0,1,97.55,47.0,1,214.52,4.0,1,1.742,3.8307,0.5712522193175231
1619,처치,1,128,140,3454.61,345845,6,0,102,1597.77,615,1,0,2,186.22,82.0,1,312.52,16.0,1,74.19,33.0,1,101.38,9.0,1,3.3254,5.5807,0.8930098484827694
1621,처치,1,42,49,2059.94,961,2,0,40,1171.51,487,1,0,1,314.1,136.0,1,565.13,21.0,1,135.37,64.0,1,266.45,10.0,1,5.6089,10.0916,0.5464256992958304
1622,대조,0,75,88,2976.19,87642,15,0,67,1360.21,639,1,0,3,179.36,80.0,1,523.47,10.0,1,69.75,29.0,1,214.62,5.0,1,3.2029,9.3477,0.6998529788613591
1624,처치,1,53,60,1225.01,502,2,0,38,780.61,309,1,0,0,125.28,48.0,1,209.72,15.0,1,43.51,14.0,1,58.33,5.0,1,2.2371,3.745,0.47821825085488784
1627,처치,1,67,79,2225.82,170897,2,0,47,739.42,357,1,0,0,207.49,123.0,1,589.8,18.0,1,120.43,67.0,1,306.21,10.0,1,3.7052,10.5321,0.7038733983615868
1630,처치,1,144,150,7453.66,2288,3,0,141,3508.66,1149,1,1,2,384.6,129.0,1,852.73,18.0,1,204.38,68.0,1,463.67,11.0,1,6.8679,15.2273,0.9758492501092902
1634,대조,0,61,67,3583.96,4426,18,0,51,1385.54,690,1,2,4,198.19,82.0,1,473.07,8.0,1,154.79,63.0,1,371.27,5.0,1,3.5391,8.4477,0.6397163522569751
1639,처치,1,72,85,1851.7,1100,17,0,73,1015.51,492,1,0,3,166.69,48.0,1,261.65,8.0,1,50.74,12.0,1,54.56,4.0,1,2.9766,4.6723,0.6370292166857403
1640,처치,1,102,132,3953.69,261298,16,0,69,1309.54,496,1,0,4,149.74,49.0,1,230.48,8.0,1,101.93,27.0,1,144.12,2.0,1,2.6739,4.1157,0.7106718249719056
1646,대조,0,58,66,1538.12,402,16,0,24,331.68,96,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.251514549474135
1651,처치,1,43,46,1397.12,533,6,0,42,873.7,296,1,0,0,223.9,65.0,1,417.66,12.0,1,164.25,44.0,1,272.84000000000003,6.0,1,3.9982,7.4582,0.5379955522677344
1660,대조,0,40,47,1615.28,12239,15,0,34,844.12,349,1,0,1,131.12,60.0,1,252.21,8.0,1,84.31,52.0,1,164.23,3.0,1,2.3414,4.5038,0.39390960786115603
1663,처치,1,118,140,1302.28,328586,3,0,30,177.21,52,1,0,1,44.83,7.0,1,218.3,23.0,1,25.76,4.0,1,109.88,10.0,1,0.8005,3.8982,0.3294478256401357
1666,처치,1,68,76,1028.45,4133,3,0,60,631.17,167,1,0,0,15.71,7.0,1,34.06,4.0,1,15.71,7.0,1,34.06,4.0,1,0.2805,0.6082,0.6436321887103237
1667,대조,0,22,37,749.41,414,2,0,17,273.99,101,1,0,1,12.37,3.0,1,41.71,3.0,1,9.58,1.0,1,38.92,1.0,1,0.2209,0.7448,0.09098589836189884
